id,birth_year,gender,tenure,industry,occupation,org_size,household,metro_or_regional,time_q4_2020,time_q4_2020_1,time_rem_2021,pref_time_2021,pref_time_future,these_questions_are_about,in_the_past_6,how_often_do_you,how_often_would_you,does_your_employer_have,how_much_of_your,thinking_about_your_employer,thinking_about_your_employer_1,thinking_about_your_employer_2,thinking_about_your_employer_3,how_do_you_feel,org_encouraged,org_prepared,org_common,permission,collaboration,thinking_about_remote_working,thinking_about_remote_working_1,do_you_think_remote,who_is_most_supportive,org_encourage_future,org_support_future,choice_future,commute_time,think_about_your_experience,caring_time,family_time,think_about_your_experience_1,commute_time_1,think_about_your_experience_2,caring_time_1,family_time_1,think_about_your_experience_3,imagine_your_employer_offered,what_is_the_biggest,have_the_following_barriers,have_the_following_barriers_1,have_the_following_barriers_2,have_the_following_barriers_3,have_the_following_barriers_4,have_the_following_barriers_5,have_the_following_barriers_6,have_the_following_barriers_7,have_the_following_barriers_8,have_the_following_barriers_9,have_the_following_barriers_10,have_the_following_barriers_11,have_the_following_barriers_12,have_the_following_barriers_13,have_the_following_barriers_14,have_the_following_barriers_15,feel_better,more_active,feel_better_1,manages_people,do_employees_you_manage,mgmt_discretion,mgmt_retain,mgmt_recruit,team_collab,mgmt_ease_remote,mgmt_poor_performers,mgmt_prepared_remote,mgmt_focus_results,mgmt_contact,productivity,now_think_about_the,major_barrier1,major_barrier2,major_barrier3,minor_barrier1,minor_barrier2,minor_barrier3,age
410,1998,female,between 1 and 5 years,construction,"managers - chief executives, general managers and legislators",between 20 and 199,couple with dependent children,regional,70%,90%,30%,30%,20%,yes,yes,40%,40%,yes,50% - about half of my time,5,4,3,4,somewhat positive,3,4,2,3,4,2,4,somewhat positive,they are about the same,very unlikely,neither unlikely or likely,somewhat unlikely,2.5,9.0,2.0,2.5,8.0,1.0,10.0,3.0,2.0,8.0,no,,not a barrier for me,not a barrier for me,somewhat improved,not a barrier for me,somewhat improved,significantly improved,somewhat worsened,somewhat worsened,stayed about the same,not a barrier for me,somewhat improved,somewhat improved,somewhat improved,stayed about the same,stayed about the same,somewhat improved,5,4,4,yes,yes,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,im 30% more productive when working remotely,im 30% more productive when working remotely,noisy work environment,lack of appropriate work and meeting spaces,lack of appropriate work and meeting spaces,interruptions,lack of privacy,difficulty innovating,23
411,1980,male,more than 5 years,"professional, scientific and technical",managers - specialist managers,between 20 and 199,couple with no dependent children,metro,100% - i spent all of my time remote working,100% - all of my time,rarely or never,40%,40%,yes,yes,60%,80%,no,,4,4,4,3,somewhat positive,4,4,4,4,5,2,3,somewhat positive,they are about the same,neither unlikely or likely,neither unlikely or likely,somewhat likely,1.0,8.0,3.0,4.0,8.0,0.0,8.0,4.0,4.0,8.0,no,,stayed about the same,somewhat improved,somewhat improved,stayed about the same,stayed about the same,somewhat improved,stayed about the same,somewhat improved,stayed about the same,stayed about the same,stayed about the same,somewhat improved,stayed about the same,somewhat improved,stayed about the same,somewhat improved,5,5,3,yes,yes,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,im 20% more productive when working remotely,im 20% more productive when working remotely,interruptions,lack of appropriate work and meeting spaces,interruptions,lack of privacy,connectivity/internet issues,connectivity/internet issues,41
412,1962,female,more than 5 years,education and training,professionals - education professionals,between 20 and 199,one parent family with dependent children,regional,less than 10% of my time,90%,less than 10% of my time,90%,90%,yes,yes,10%,100% - all of my time,yes,50% - about half of my time,3,1,1,5,somewhat negative,3,1,4,4,5,4,3,strongly positive,they are about the same,very unlikely,very unlikely,very unlikely,2.0,8.0,2.0,2.0,10.0,1.0,8.0,2.0,3.0,10.0,yes,0.2,not a barrier for me,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,somewhat improved,somewhat improved,somewhat worsened,stayed about the same,stayed about the same,somewhat improved,4,4,3,no,,,,,,,,,,,im 20% more productive when working remotely,,interruptions,connectivity/internet issues,interruptions,lack of privacy,problems with audio-visual setup,difficulty innovating,59
413,1982,female,more than 5 years,"transport, postal and warehousing",managers - specialist managers,more than 200,couple with dependent children,metro,less than 10% of my time,less than 10% of my time,less than 10% of my time,30%,30%,no,yes,less than 10% of my time,less than 10% of my time,yes,90%,1,1,1,1,strongly positive,1,1,1,1,1,3,1,strongly positive,they are about the same,very likely,very likely,very likely,2.0,9.0,3.0,3.0,7.0,2.0,9.0,3.0,3.0,7.0,no,,stayed about the same,stayed about the same,stayed about the same,significantly improved,stayed about the same,stayed about the same,stayed about the same,stayed about the same,somewhat improved,stayed about the same,stayed about the same,stayed about the same,somewhat improved,somewhat improved,somewhat improved,stayed about the same,5,5,5,yes,no,,,,,,,,,,im 50% more productive when working remotely (or more),im 50% more productive when working remotely (or more),difficulty collaborating with remote colleagues,lack of appropriate work and meeting spaces,difficulty innovating,noisy work environment,connectivity/internet issues,connectivity/internet issues,39
414,1990,male,between 1 and 5 years,"professional, scientific and technical",managers - specialist managers,between 20 and 199,couple with no dependent children,metro,30%,30%,50% - i spent about half of my time remote working,30%,30%,yes,yes,40%,30%,yes,30%,3,3,3,3,neither positive nor negative,4,4,2,3,4,4,3,neither positive nor negative,senior leadership,neither unlikely or likely,neither unlikely or likely,neither unlikely or likely,2.0,8.0,1.0,3.0,10.0,3.0,8.0,2.0,3.0,8.0,yes,0.01,significantly worsened,significantly worsened,somewhat worsened,stayed about the same,stayed about the same,stayed about the same,somewhat worsened,somewhat worsened,stayed about the same,somewhat worsened,stayed about the same,stayed about the same,stayed about the same,somewhat worsened,stayed about the same,stayed about the same,3,3,3,yes,yes,3.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,im 10% more productive when working remotely,im 10% more productive when working remotely,difficulty collaborating with remote colleagues,lack of appropriate work and meeting spaces,interruptions,lack of privacy,problems with audio-visual setup,lack of appropriate work and meeting spaces,31
415,1999,female,between 1 and 5 years,"professional, scientific and technical","professionals - legal, social and welfare professionals",more than 200,couple with dependent children,metro,80%,90%,60%,80%,20%,yes,yes,30%,50% - about half of my time,yes,30%,4,4,4,2,strongly positive,3,4,5,1,2,4,5,somewhat positive,my direct manger(s),somewhat likely,somewhat likely,somewhat likely,2.0,11.0,3.0,2.0,6.0,0.0,9.0,3.0,6.0,6.0,no,,not a barrier for me,somewhat worsened,somewhat worsened,stayed about the same,stayed about the same,stayed about the same,somewhat worsened,somewhat worsened,significantly worsened,somewhat worsened,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,3,4,4,no,,,,,,,,,,,im 10% more productive when working remotely,,,,,,,,22
416,1977,female,between 1 and 5 years,education and training,clerical and administrative workers - other clerical and administrative workers,more than 200,couple with dependent children,regional,rarely or never,less than 10% of my time,rarely or never,i would not have preferred to work remotely,i would prefer not to work remotely,no,yes,10%,less than 10% of my time,unsure,,3,1,1,1,neither positive nor negative,1,5,3,3,4,1,3,neither positive nor negative,my direct manger(s),very unlikely,very unlikely,very unlikely,1.5,8.5,3.0,3.0,8.0,0.0,8.5,4.0,3.5,8.0,no,,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,3,2,5,no,,,,,,,,,,,im 30% more productive when working remotely,,,,,,,,44
417,1957,female,more than 5 years,financial and insurance,clerical and administrative workers - general clerical workers,more than 200,single person,metro,100% - i spent all of my time remote working,100% - all of my time,100% - i spent all of my time remote working,100% - all of my time,90%,yes,no,,,yes,10%,4,4,4,4,strongly positive,3,3,3,3,3,2,3,strongly positive,senior leadership,somewhat likely,somewhat likely,somewhat likely,0.0,10.0,2.0,2.0,10.0,0.0,8.0,2.0,1.0,13.0,yes,0.1,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,somewhat improved,stayed about the same,somewhat improved,stayed about the same,stayed about the same,somewhat improved,somewhat improved,stayed about the same,5,5,5,no,,,,,,,,,,,im 40% more productive when working remotely,,,,,,,,64
418,1972,male,between 1 and 5 years,"transport, postal and warehousing","professionals - business, human resource and marketing professionals",between 20 and 199,couple with dependent children,regional,rarely or never,less than 10% of my time,rarely or never,less than 10% of my time,10%,no,no,,,yes,100% - all of my time,3,1,1,5,neither positive nor negative,1,2,1,1,2,5,5,strongly negative,they are about the same,very unlikely,very unlikely,very unlikely,2.0,11.0,1.0,3.0,7.0,0.0,12.0,1.0,3.0,8.0,no,,not a barrier for me,significantly worsened,significantly worsened,significantly worsened,significantly worsened,significantly worsened,significantly worsened,significantly worsened,significantly worsened,significantly worsened,significantly worsened,significantly worsened,significantly worsened,significantly worsened,significantly worsened,significantly worsened,2,1,5,yes,no,,,,,,,,,,im 20% less productive when working remotely,im 20% less productive when working remotely,,,,,,,49
419,1960,female,more than 5 years,administrative and support,clerical and administrative workers - clerical and office support workers,between 1 and 4,couple with no dependent children,regional,100% - i spent all of my time remote working,100% - all of my time,100% - i spent all of my time remote working,100% - all of my time,70%,no,no,,,no,,4,5,5,4,strongly positive,5,4,3,4,4,2,3,somewhat positive,they are about the same,very likely,very likely,somewhat likely,1.0,8.0,4.0,3.0,8.0,0.0,8.0,4.0,4.0,8.0,no,,somewhat improved,somewhat improved,stayed about the same,stayed about the same,not a barrier for me,somewhat improved,not a barrier for me,stayed about the same,stayed about the same,not a barrier for me,somewhat improved,somewhat improved,not a barrier for me,somewhat improved,not a barrier for me,somewhat improved,4,5,3,no,,,,,,,,,,,im 20% more productive when working remotely,,lack of privacy,lack of privacy,interruptions,noisy work environment,connectivity/internet issues,lack of appropriate work and meeting spaces,61
420,1978,female,between 1 and 5 years,financial and insurance,clerical and administrative workers - other clerical and administrative workers,more than 200,single person,metro,100% - i spent all of my time remote working,100% - all of my time,100% - i spent all of my time remote working,100% - all of my time,100% - all of my time,no,yes,100% - all of my time,100% - all of my time,yes,100% - all of my time,3,3,3,3,neither positive nor negative,3,3,3,3,3,3,3,neither positive nor negative,my direct manger(s),neither unlikely or likely,neither unlikely or likely,neither unlikely or likely,1.0,8.0,0.0,8.0,7.0,1.0,8.0,0.0,8.0,7.0,no,,not a barrier for me,stayed about the same,significantly improved,stayed about the same,significantly improved,significantly improved,not a barrier for me,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,3,3,3,no,,,,,,,,,,,im 50% more productive when working remotely (or more),,,,,,,,43
421,1986,female,between 6 and 12 months,education and training,managers - specialist managers,more than 200,couple with dependent children,metro,70%,80%,60%,100% - all of my time,80%,yes,yes,80%,100% - all of my time,unsure,,4,4,4,5,somewhat positive,4,5,4,5,4,3,1,somewhat positive,they are about the same,neither unlikely or likely,somewhat likely,neither unlikely or likely,2.0,7.0,3.0,4.0,8.0,1.0,9.0,2.0,4.0,8.0,no,,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,somewhat improved,somewhat worsened,stayed about the same,stayed about the same,somewhat improved,somewhat improved,somewhat improved,somewhat improved,stayed about the same,stayed about the same,stayed about the same,3,3,4,yes,yes,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,im 40% more productive when working remotely,im 40% more productive when working remotely,noisy work environment,lack of appropriate work and meeting spaces,connectivity/internet issues,difficulty collaborating with remote colleagues,connectivity/internet issues,difficulty innovating,35
422,1985,female,between 1 and 5 years,financial and insurance,"professionals - business, human resource and marketing professionals",between 20 and 199,couple with no dependent children,metro,90%,90%,80%,90%,80%,no,yes,90%,90%,no,,4,4,4,4,somewhat positive,4,4,4,4,4,4,3,somewhat positive,they are about the same,somewhat likely,somewhat likely,somewhat likely,1.5,7.5,1.0,4.0,10.0,1.5,8.5,2.0,2.0,10.0,no,,stayed about the same,stayed about the same,stayed about the same,stayed about the same,somewhat improved,somewhat improved,stayed about the same,somewhat improved,somewhat improved,stayed about the same,stayed about the same,somewhat improved,stayed about the same,stayed about the same,stayed about the same,stayed about the same,3,4,4,no,,,,,,,,,,,my productivity is about same when i work remotely,,noisy work environment,lack of appropriate work and meeting spaces,lack of appropriate work and meeting spaces,interruptions,problems with audio-visual setup,interruptions,36
423,1980,male,more than 5 years,other services,"managers - chief executives, general managers and legislators",more than 200,couple with dependent children,metro,100% - i spent all of my time remote working,30%,30%,20%,20%,yes,yes,30%,20%,yes,30%,4,5,4,5,strongly positive,4,5,5,4,4,5,5,strongly positive,my direct manger(s),very likely,somewhat likely,very likely,2.0,8.0,3.0,3.0,8.0,2.0,8.0,3.0,3.0,8.0,no,,significantly improved,somewhat improved,significantly improved,somewhat improved,significantly improved,somewhat improved,significantly improved,somewhat improved,somewhat improved,somewhat improved,significantly improved,significantly improved,significantly improved,somewhat improved,significantly improved,somewhat improved,5,4,5,yes,yes,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,im 50% more productive when working remotely (or more),im 50% more productive when working remotely (or more),difficulty collaborating with remote colleagues,problems with audio-visual setup,connectivity/internet issues,noisy work environment,connectivity/internet issues,lack of appropriate work and meeting spaces,41
424,1974,female,between 1 and 5 years,education and training,professionals - education professionals,between 20 and 199,couple with dependent children,metro,30%,10%,20%,less than 10% of my time,less than 10% of my time,yes,yes,30%,less than 10% of my time,yes,40%,2,2,1,4,strongly negative,4,2,3,3,1,4,4,strongly negative,they are about the same,somewhat unlikely,somewhat unlikely,neither unlikely or likely,7.0,8.0,2.0,2.0,5.0,6.0,9.0,2.0,2.0,5.0,yes,0.2,not a barrier for me,somewhat worsened,stayed about the same,significantly worsened,somewhat worsened,somewhat worsened,significantly worsened,stayed about the same,somewhat worsened,significantly worsened,not a barrier for me,stayed about the same,somewhat improved,not a barrier for me,somewhat worsened,somewhat improved,2,2,5,no,,,,,,,,,,,im 30% less productive when working remotely,,difficulty collaborating with remote colleagues,connectivity/internet issues,connectivity/internet issues,noisy work environment,problems with audio-visual setup,interruptions,47
425,1975,male,between 1 and 5 years,construction,technicians and trades workers - construction trades workers,i am a sole trader/owner-operator,couple with no dependent children,regional,20%,20%,20%,20%,20%,no,no,,,no,,4,4,4,4,somewhat positive,4,4,3,4,4,4,3,somewhat positive,they are about the same,neither unlikely or likely,somewhat likely,somewhat likely,1.0,7.0,3.0,5.0,8.0,0.0,8.0,3.0,5.0,8.0,no,,stayed about the same,somewhat worsened,stayed about the same,somewhat worsened,somewhat improved,stayed about the same,somewhat worsened,somewhat worsened,somewhat improved,stayed about the same,somewhat improved,stayed about the same,stayed about the same,somewhat improved,stayed about the same,somewhat improved,4,4,3,no,,,,,,,,,,,im 10% more productive when working remotely,,,,,,,,46
426,1970,female,between 1 and 5 years,other services,professionals - health professionals,between 5 and 19,single person,metro,80%,60%,50% - i spent about half of my time remote working,60%,60%,yes,yes,20%,20%,yes,20%,4,4,4,4,somewhat positive,4,4,3,4,4,2,3,strongly positive,they are about the same,neither unlikely or likely,somewhat likely,somewhat likely,1.5,7.0,3.5,4.0,8.0,0.5,7.0,4.0,4.0,8.5,no,,somewhat improved,stayed about the same,stayed about the same,somewhat improved,somewhat improved,stayed about the same,somewhat improved,stayed about the same,stayed about the same,somewhat improved,somewhat improved,somewhat improved,somewhat improved,stayed about the same,somewhat improved,somewhat improved,4,4,4,yes,yes,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,im 10% more productive when working remotely,im 10% more productive when working remotely,interruptions,lack of appropriate work and meeting spaces,interruptions,difficulty collaborating with remote colleagues,connectivity/internet issues,difficulty innovating,51
427,1993,female,between 6 and 12 months,wholesale trade,"managers - chief executives, general managers and legislators",more than 200,couple with no dependent children,metro,20%,30%,30%,40%,30%,yes,yes,50% - about half of my time,50% - about half of my time,no,,4,4,2,2,neither positive nor negative,4,2,4,1,3,4,2,neither positive nor negative,senior leadership,somewhat unlikely,somewhat likely,somewhat likely,3.0,20.0,,1.0,,2.0,2.0,,20.0,,no,,stayed about the same,significantly worsened,significantly worsened,stayed about the same,stayed about the same,somewhat improved,stayed about the same,somewhat improved,stayed about the same,significantly worsened,somewhat worsened,significantly improved,somewhat worsened,stayed about the same,somewhat worsened,stayed about the same,4,4,3,no,,,,,,,,,,,my productivity is about same when i work remotely,,interruptions,problems with audio-visual setup,lack of appropriate work and meeting spaces,difficulty collaborating with remote colleagues,lack of appropriate work and meeting spaces,connectivity/internet issues,28
428,1976,male,more than 5 years,information media and telecommunications,"professionals - design, engineering, science and transport professionals",more than 200,couple with dependent children,metro,80%,80%,80%,80%,80%,yes,yes,80%,80%,unsure,,5,4,5,5,strongly positive,4,3,4,4,4,3,3,neither positive nor negative,they are about the same,neither unlikely or likely,neither unlikely or likely,neither unlikely or likely,3.0,9.0,3.0,3.0,6.0,0.0,10.0,3.0,3.0,8.0,no,,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,somewhat improved,stayed about the same,stayed about the same,stayed about the same,stayed about the same,not a barrier for me,stayed about the same,not a barrier for me,somewhat improved,4,3,3,no,,,,,,,,,,,my productivity is about same when i work remotely,,difficulty collaborating with remote colleagues,connectivity/internet issues,interruptions,lack of privacy,lack of appropriate work and meeting spaces,lack of appropriate work and meeting spaces,45
429,1999,female,between 6 and 12 months,wholesale trade,machinery operators and drivers - mobile plant operators,more than 200,one parent family with dependent children,metro,70%,20%,20%,60%,20%,yes,yes,30%,60%,yes,30%,1,3,5,2,neither positive nor negative,3,2,3,4,1,3,3,somewhat positive,senior leadership,somewhat likely,neither unlikely or likely,somewhat unlikely,3.0,10.0,5.0,3.0,3.0,3.0,6.0,3.0,5.0,7.0,yes,0.55,stayed about the same,significantly worsened,stayed about the same,somewhat worsened,significantly worsened,somewhat improved,significantly worsened,stayed about the same,stayed about the same,somewhat worsened,somewhat worsened,stayed about the same,significantly worsened,stayed about the same,stayed about the same,somewhat improved,3,3,4,yes,yes,3.0,1.0,5.0,2.0,5.0,3.0,2.0,5.0,5.0,im 10% more productive when working remotely,im 10% more productive when working remotely,noisy work environment,connectivity/internet issues,lack of appropriate work and meeting spaces,lack of privacy,problems with audio-visual setup,interruptions,22
430,1978,male,more than 5 years,"professional, scientific and technical",professionals - ict professionals,more than 200,single person,metro,100% - i spent all of my time remote working,100% - all of my time,100% - i spent all of my time remote working,100% - all of my time,100% - all of my time,no,no,,,no,,4,1,2,5,somewhat positive,4,4,4,4,5,3,3,somewhat positive,my direct manger(s),very unlikely,very likely,neither unlikely or likely,2.0,7.5,2.0,4.5,8.0,0.0,7.5,2.0,6.5,8.0,no,,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,5,5,1,no,,,,,,,,,,,im 50% more productive when working remotely (or more),,,,,,,,43
431,1985,female,more than 5 years,health care and social assistance,"professionals - legal, social and welfare professionals",more than 200,couple with dependent children,metro,60%,90%,70%,90%,30%,no,yes,30%,less than 10% of my time,yes,100% - all of my time,1,1,3,5,strongly negative,1,3,1,2,5,4,2,neither positive nor negative,my direct manger(s),very unlikely,very unlikely,neither unlikely or likely,3.0,8.0,2.0,4.0,7.0,0.5,8.0,3.0,5.5,7.0,no,,significantly improved,stayed about the same,stayed about the same,not a barrier for me,stayed about the same,stayed about the same,stayed about the same,not a barrier for me,stayed about the same,stayed about the same,somewhat worsened,stayed about the same,significantly worsened,stayed about the same,not a barrier for me,stayed about the same,4,3,3,no,,,,,,,,,,,im 50% more productive when working remotely (or more),,,,,,,,36
432,1971,female,between 1 and 5 years,construction,"professionals - business, human resource and marketing professionals",more than 200,one parent family with dependent children,metro,30%,30%,40%,40%,50% - about half of my time,yes,yes,40%,30%,yes,20%,5,4,4,4,somewhat positive,3,4,4,4,5,4,4,strongly positive,my direct manger(s),very likely,somewhat likely,somewhat likely,8.0,3.0,3.0,2.0,8.0,6.0,3.0,3.0,5.0,7.0,no,,somewhat improved,stayed about the same,somewhat improved,somewhat improved,stayed about the same,somewhat improved,significantly improved,somewhat improved,significantly improved,somewhat improved,somewhat improved,significantly improved,significantly improved,significantly improved,somewhat improved,somewhat improved,4,4,5,yes,yes,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,im 40% more productive when working remotely,im 40% more productive when working remotely,,,,,,,50
433,1982,male,between 1 and 5 years,"transport, postal and warehousing",machinery operators and drivers - road and rail drivers,between 20 and 199,couple with no dependent children,metro,100% - i spent all of my time remote working,100% - all of my time,100% - i spent all of my time remote working,100% - all of my time,100% - all of my time,no,no,,,no,,5,4,5,3,neither positive nor negative,5,5,5,5,3,2,3,strongly positive,they are about the same,somewhat likely,neither unlikely or likely,neither unlikely or likely,0.5,6.0,1.5,6.0,10.0,0.0,6.0,1.5,6.5,10.0,no,,stayed about the same,stayed about the same,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,somewhat improved,not a barrier for me,not a barrier for me,4,4,3,no,,,,,,,,,,,im 20% more productive when working remotely,,,,,,,,39
434,1972,female,between 1 and 5 years,manufacturing,clerical and administrative workers - office managers and program administrators,between 5 and 19,couple with dependent children,metro,60%,50% - about half of my time,40%,40%,50% - about half of my time,yes,yes,20%,50% - about half of my time,unsure,,4,4,5,4,somewhat positive,3,4,4,5,4,4,5,somewhat positive,they are about the same,neither unlikely or likely,somewhat likely,somewhat likely,3.0,9.0,3.0,3.0,6.0,1.0,10.0,3.0,3.0,7.0,yes,0.1,somewhat worsened,stayed about the same,somewhat improved,somewhat improved,somewhat improved,somewhat improved,somewhat worsened,stayed about the same,stayed about the same,not a barrier for me,stayed about the same,somewhat improved,not a barrier for me,not a barrier for me,not a barrier for me,somewhat improved,3,4,4,no,,,,,,,,,,,im 40% more productive when working remotely,,noisy work environment,connectivity/internet issues,connectivity/internet issues,difficulty collaborating with remote colleagues,lack of appropriate work and meeting spaces,interruptions,49
435,1991,female,between 1 and 5 years,"professional, scientific and technical",professionals - arts and media professionals,more than 200,single person,metro,rarely or never,i would not have preferred to work remotely,rarely or never,i would not have preferred to work remotely,less than 10% of my time,yes,no,,,yes,50% - about half of my time,4,4,4,4,neither positive nor negative,4,4,4,4,4,3,2,neither positive nor negative,senior leadership,neither unlikely or likely,neither unlikely or likely,neither unlikely or likely,1.5,7.0,1.0,5.5,9.0,0.0,7.0,2.0,6.0,9.0,no,,stayed about the same,stayed about the same,stayed about the same,somewhat improved,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,somewhat worsened,somewhat worsened,somewhat worsened,somewhat worsened,stayed about the same,2,3,5,no,,,,,,,,,,,im 20% less productive when working remotely,,difficulty collaborating with remote colleagues,problems with audio-visual setup,lack of appropriate work and meeting spaces,noisy work environment,lack of appropriate work and meeting spaces,interruptions,30
436,1977,male,between 1 and 5 years,health care and social assistance,professionals - ict professionals,more than 200,couple with dependent children,metro,100% - i spent all of my time remote working,20%,100% - i spent all of my time remote working,100% - all of my time,80%,no,yes,90%,20%,no,,5,4,4,4,somewhat positive,4,4,4,4,5,2,4,somewhat positive,they are about the same,somewhat likely,somewhat likely,somewhat likely,3.0,8.0,5.0,1.0,7.0,0.0,9.0,3.0,4.0,8.0,no,,somewhat improved,stayed about the same,somewhat improved,somewhat improved,somewhat improved,somewhat improved,stayed about the same,somewhat worsened,somewhat improved,somewhat improved,somewhat improved,somewhat improved,significantly improved,somewhat improved,significantly improved,somewhat improved,4,5,3,no,,,,,,,,,,,im 30% more productive when working remotely,,interruptions,connectivity/internet issues,connectivity/internet issues,noisy work environment,lack of appropriate work and meeting spaces,difficulty innovating,44
437,1981,male,between 6 and 12 months,retail trade,technicians and trades workers - food trades workers,between 5 and 19,couple with dependent children,metro,30%,40%,40%,50% - about half of my time,20%,yes,yes,50% - about half of my time,30%,no,,4,4,3,3,neither positive nor negative,4,5,3,4,3,3,4,somewhat positive,senior leadership,somewhat likely,neither unlikely or likely,somewhat likely,5.0,6.0,5.0,5.0,3.0,5.0,1.0,5.0,5.0,8.0,yes,0.15,somewhat improved,stayed about the same,somewhat improved,somewhat worsened,stayed about the same,somewhat improved,stayed about the same,stayed about the same,somewhat worsened,stayed about the same,stayed about the same,somewhat improved,somewhat worsened,stayed about the same,somewhat improved,somewhat improved,3,4,4,no,,,,,,,,,,,im 20% more productive when working remotely,,,,,,,,40
438,1982,female,more than 5 years,information media and telecommunications,professionals - ict professionals,between 20 and 199,couple with dependent children,metro,50% - i spent about half of my time remote working,50% - about half of my time,50% - i spent about half of my time remote working,50% - about half of my time,50% - about half of my time,yes,yes,40%,50% - about half of my time,yes,50% - about half of my time,5,4,4,5,strongly positive,4,5,5,5,5,4,4,strongly positive,my direct manger(s),very likely,somewhat likely,very likely,5.0,5.0,3.0,5.0,6.0,5.0,5.0,3.0,5.0,6.0,yes,0.5,significantly improved,somewhat improved,significantly improved,somewhat improved,significantly improved,somewhat improved,significantly improved,somewhat improved,significantly improved,somewhat improved,somewhat improved,somewhat improved,significantly improved,significantly improved,significantly improved,somewhat improved,5,5,4,yes,yes,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,im 50% more productive when working remotely (or more),im 50% more productive when working remotely (or more),,,,,,,39
439,1986,male,more than 5 years,"professional, scientific and technical",managers - specialist managers,more than 200,couple with dependent children,metro,80%,70%,60%,80%,70%,yes,no,,,yes,40%,4,3,4,5,somewhat positive,5,4,4,4,3,3,4,somewhat positive,they are about the same,somewhat unlikely,somewhat likely,neither unlikely or likely,2.0,8.0,3.0,3.0,8.0,0.0,10.0,4.0,2.0,8.0,no,,stayed about the same,somewhat improved,somewhat improved,stayed about the same,significantly improved,stayed about the same,stayed about the same,stayed about the same,somewhat improved,significantly improved,somewhat improved,stayed about the same,stayed about the same,somewhat improved,stayed about the same,stayed about the same,3,4,4,yes,yes,4.0,3.0,3.0,5.0,4.0,4.0,5.0,3.0,4.0,im 30% more productive when working remotely,im 30% more productive when working remotely,interruptions,connectivity/internet issues,interruptions,difficulty collaborating with remote colleagues,lack of appropriate work and meeting spaces,lack of appropriate work and meeting spaces,35
440,1990,female,between 6 and 12 months,arts and recreation,machinery operators and drivers - road and rail drivers,between 5 and 19,multiple family household,metro,80%,less than 10% of my time,less than 10% of my time,40%,80%,yes,yes,20%,20%,yes,80%,2,4,3,1,somewhat positive,3,4,5,4,2,3,2,strongly positive,senior leadership,somewhat likely,neither unlikely or likely,somewhat unlikely,2.0,8.0,2.0,5.0,7.0,1.0,8.0,5.0,3.0,7.0,yes,0.02,somewhat worsened,somewhat worsened,significantly improved,significantly improved,significantly worsened,significantly worsened,significantly improved,significantly worsened,somewhat improved,significantly improved,somewhat worsened,somewhat improved,significantly worsened,somewhat worsened,significantly improved,significantly improved,2,3,2,yes,yes,3.0,5.0,3.0,4.0,4.0,4.0,3.0,5.0,2.0,im 20% less productive when working remotely,im 20% less productive when working remotely,interruptions,lack of privacy,connectivity/internet issues,difficulty collaborating with remote colleagues,lack of appropriate work and meeting spaces,interruptions,31
